State,No.,Facility Name,Full Address,Phone Number,District
Selangor,166,KK Seksyen 7 Shah Alam,"KK Seksyen 7 Shah Alam, No.2 Persiaran Kayangan Seksyen 7, Shah Alam, 40000, Petaling, Selangor",03-55186531 / 03-55186534,Petaling
Selangor,167,KK Selayang Baru,"KK Selayang Baru, Jln Sg. Tua Mukim Batu, Batu Caves, 68100, Gombak, Selangor",03-61878564,Gombak
Selangor,168,KK Semenyih,"KK Semenyih, Kg Baru Cina, Semenyih , 43500, Hulu Langat, Selangor",03-87238355,Hulu Langat
Selangor,169,KK Sepang,"KK Sepang, Jalan Kelab, Sepang, 43900, Sepang, Selangor",03-31422785,Sepang
Selangor,170,KK Serendah,"KK Serendah, Serendah, Hulu Selangor, 48200, Hulu Selangor, Selangor",03-60812500,Hulu Selangor
Selangor,171,KK Seri Kembangan,"KK Seri Kembangan, Jalan Besar, Seri Kembangan, 43300, Petaling, Selangor",03-89455929,Petaling
Selangor,172,KK Sg. Chua,"KK Sg. Chua, Kawasan Perindustrian Sungai Chua, Sungai Ramal Luar, Kajang, 43000, Hulu Langat, Selangor",03-87336775              03-87336542 (MCH),Hulu Langat
Selangor,173,KK Sijangkang,"KK Sijangkang, Jln Sekolah, Batu 1, Kg Sijangkang, 42500, Kuala Langat, Selangor",03-31220021,Kuala Langat
Selangor,174,KK Simpang Lima,"KK Simpang Lima, Klinik Kesihatan Simpang 5, Sungai Besar, 45300, Sabak Bernam, Selangor",03-32242823 / 03-32242508,Sabak Bernam
Selangor,175,KK Soeharto,"KK Soeharto, Kuala Kubu Baru, 44010, Hulu Selangor, Selangor",03-60461003,Hulu Selangor
Selangor,176,KK Sungai Air Tawar,"KK Sungai Air Tawar, Jln Sekolah, Sungai Air Tawar, Sabak Bernam, 45100, Sabak Bernam, Selangor",03-32136227,Sabak Bernam
Selangor,177,KK Sungai Bertik,"KK Sungai Bertik, Jalan Tepi Sungai, 41100, Klang, Selangor",03-33811165,Klang
Selangor,178,KK Sungai Besar,"KK Sungai Besar, Jalan Sungai Limau, Sungai Besar, 45300, Sabak Bernam, Selangor",03-32241358,Sabak Bernam
Selangor,179,KK Sungai Buaya,"Klinik Kesihatan Sungai Buaya, Kampung Sungai Buaya, 48010 Rawang Selangor.",03-60281936,Kampung Sungai Buaya
Selangor,180,KK Sungai Buloh,"KK Sungai Buloh, Lot, 1853, Kg Melayu Sg.Buloh, Sungai Buloh, 47000, Gombak, Selangor",03-61401293 / 03-61414544 / 03-61414533,Gombak
Selangor,181,KK Sungai Pelek,"KK Sungai Pelek, Jalan Sg Pelek, Sepang, 43950, Sepang, Selangor",03-31411242,Sepang
Selangor,182,KK Sungai Sekamat,"KK Sungai Sekamat, Batu 12 Jalan Cheras, Kajang, 43000, Hulu Langat, Selangor",03-87336312,Hulu Langat
Selangor,183,KK Sungai Selisek,"KK Sungai Selisek, Hulu Selangor, 44020, Hulu Selangor, Selangor",05-4541352,Hulu Selangor
Selangor,184,KK Sungai Tengi Kanan,"KK Sungai Tengi Kanan, Jalan Kiai Hj Moid, Kampung Sungai Tengi Kanan, Tanjong Karang, 45500, Kuala Selangor, Selangor",03-32694357,Kuala Selangor
Selangor,185,KK Taman Ehsan,"KK Taman Ehsan, Jln. E4/16 Taman Ehsan, Kepong, 52100, Gombak, Selangor",03-62727471 / 03-62727472 (MCH),Gombak
Selangor,186,KK Taman Medan,"KK Taman Medan, Jln PJS 2C/5 Taman Dato Harun, Petaling, 46000, Petaling, Selangor",03-77819001,Petaling
Selangor,187,KK Taman Nirwana,"KK Taman Nirwana,  Kampung Pandan, Kuala Lumpur, 55100, Hulu Langat, Selangor",03-92847881,Hulu Langat
Selangor,188,KK Tanjung Karang,"KK Tanjung Karang, Jalan Sungai Kajang, Tanjung Karang, 45500, Kuala Selangor, Selangor",03-32698355,Kuala Selangor
Selangor,189,KK Tanjung Sepat,"KK Tanjung Sepat, Tanjung Sepat, 42800, Kuala Langat, Selangor",03-31972044,Kuala Langat
Selangor,190,KK Telok Datok,"KK Telok Datok, Jln Pegawai, Banting, 42700, Kuala Langat, Selangor",03-31871117,Kuala Langat
Selangor,191,KK Telok Panglima Garang,"KK Telok Panglima Garang, Teluk Panglima Garang, Kuala Langat, 42500, Kuala Langat, Selangor",03-31227433,Kuala Langat
Selangor,192,KK Ulu Bernam,"Klinik Kesihatan Ulu Bernam, Taman Hulu Bernam, 35900 Kerling, Hulu Selangor, Selangor",05-4594669,Hulu Selangor
Selangor,193,KK Ulu Yam Bharu,"KK Ulu Yam Bharu, Batang Kali, Selangor , 44300, Hulu Selangor, Selangor",03-60751261,Hulu Selangor
Selangor,194,KK UTC Selangor,"KK UTC Selangor, Lot G, Anggerik Mall, Jalan 14/7, Seksyen 14, 40000, Petaling, Selangor",03-55250200,Petaling
Selangor,195,KKIA Bukit Sentosa,"KKIA Bukit Sentosa, Jalan Seroja, 1A Bukit Sentosa, 48000, Hulu Selangor, Selangor",03-60213210,Hulu Selangor
Selangor,196,KKIA Cheras Baru,"KKIA Cheras Baru, Jalan 49 Bukit E, Cheras Baru , 56100, Hulu Langat, Selangor",03-42975853    03-42977390,Hulu Langat
Selangor,197,KKIA Kuala Kubu Baru,"KKIA Kuala Kubu Baru, Jalan Kolam Air, 44000, Hulu Selangor, Selangor",03-60641257,Hulu Selangor
Selangor,198,Klinik Kesihatan Ibu dan Anak KK Beranang,"KK Beranang, Jalan Seremban, Beranang,",03-87660071,Beranang
Terengganu,1,KD Air Jernih,"KD Air Jernih, Jalan Air Jernih, Kemasik, 24200, Kemaman, Terengganu",09-8881220,Kemaman
Terengganu,2,KD Air Tawar,"KD Air Tawar, Kg Air Tawar, 22200, Besut, Terengganu",09-6958895,Besut
Terengganu,3,KD Alor Keladi,"KD Alor Keladi, Jalan Pasir Akar, 22000 Jerteh, Pahang, 22000, Besut, Terengganu",09-6973600,Besut
Terengganu,4,KD Alor Lintah,"KD Alor Lintah, Jalan Jerteh-Kuala Besut, 22000 Besut, Terengganu, 22000, Besut, Terengganu",09-6971401,Besut
Terengganu,5,KD Anak Musang,"KD Anak Musang, Kg Anak Musang, Jerteh, Terengganu, 22000, Besut, Terengganu",09-6977281,Besut
Terengganu,6,KD Apal,"KD Apal, Kg Jerteh, 22020, Besut, Terengganu",09-6941879,Besut
Terengganu,7,KD Atas Tol,"KD Atas Tol, Kampung Atas Tol, 21070, Kuala Terengganu, Terengganu",09-6193905,Kuala Terengganu
Terengganu,8,KD Bandar B1,"KD Bandar B1, Jalan Durian Mentangau, Ketengah Jaya, 23000, Dungun, Terengganu",09-8200665,Dungun
Terengganu,9,KD Banggol,"KD Banggol, Permaisuri, Setiu, 22100, Setiu, Terengganu",09-6098264,Setiu
Terengganu,10,KD Banggol Peradong,"KD Banggol Peradong, Kampung Banggol Peradong, 21200, Kuala Terengganu, Terengganu",09-6156149,Kuala Terengganu
Terengganu,11,KD Bari Besar,"KD Bari Besar, Kg Bari Besar, Jalan Penarik, 22100, Setiu, Terengganu",09-6977749,Setiu
Terengganu,12,KD Batangan,"KD Batangan, Jalan Batangan Seberang Marang, 21600, Marang, Terengganu",09-6124815,Marang
Terengganu,13,KD Batu Putih,"KD Batu Putih, Kg. Batu Putih,  Kerteh, Kemaman, 24300, Kemaman, Terengganu",09-8262023,Kemaman
Terengganu,14,KD Beladau Kolam,"KD Beladau Kolam, Kampung Beladau Kolam, 21200, Kuala Terengganu, Terengganu",09-6156149,Kuala Terengganu
Terengganu,15,KD Belara,"KD Belara, Jalan Kelantan, 21500, Kuala Nerus, Terengganu",09-8241733,Kuala Nerus
Terengganu,16,KD Beris Baru,"KD Beris Baru, Kg Baru, 22000, Besut, Terengganu",09-6972836,Besut
Terengganu,17,KD Binjai,"KD Binjai, Kg. Binjai, Kemaman, 24000, Kemaman, Terengganu",09-8582035,Kemaman
Terengganu,18,KD Bintang,"KD Bintang, Permaisuri, Setiu, 22100, Setiu, Terengganu",09-6974671,Setiu
Terengganu,19,KD Bukit Apit,"KD Bukit Apit, Kg Bukit Apit, Ajil, 21800, Hulu Terengganu, Terengganu",09-6861206,Hulu Terengganu
Terengganu,20,KD Bukit Bading,"KD Bukit Bading, Kg Bukit Bading, Ajil, 21800, Hulu Terengganu, Terengganu",09-6871767,Hulu Terengganu
Terengganu,21,KD Bukit Cempaka,"KD Bukit Cempaka, Kampung Bukit Cempaka, 21060, Kuala Nerus, Terengganu",09-6694066,Kuala Nerus
Terengganu,22,KD Bukit Diman,"KD Bukit Diman, Kg Bukit Diman, Ajil, 21800, Hulu Terengganu, Terengganu",09-6861908,Hulu Terengganu
Terengganu,23,KD Bukit Gemuruh,"KD Bukit Gemuruh, Kg Bukit Gemuruh,Kuala Berang, 21700, Hulu Terengganu, Terengganu",09-6881063,Hulu Terengganu
Terengganu,24,KD Bukit Guntung,"KD Bukit Guntung, Kampung Bukit Guntung, 21200, Kuala Nerus, Terengganu",09-6623395,Kuala Nerus
Terengganu,25,KD Bukit Kuang,"KD Bukit Kuang, Kg. Bukit Kuang, Kemaman, 24000, Kemaman, Terengganu",09-8582057,Kemaman
Terengganu,26,KD Bukit Mentok,"KD Bukit Mentok, Jalan bukit Mentok, Cukai, Kemaman, 24000, Kemaman, Terengganu",09-8582037,Kemaman
Terengganu,27,KD Bukit Munduk,"KD  Bukit Munduk, Jalan Sungai Tong, Setiu, 21500, Setiu, Terengganu",09-8242024,Setiu
Terengganu,28,KD Bukit Payong,"KD Bukit Payong, Kg Bukit Payong, Jerteh, 22010, Besut, Terengganu",09-6062071,Besut
Terengganu,29,KD Bukit Perpat,"KD Bukit Perpat, Jalan Bukit Perpat, Kuala Berang, 21040, Marang, Terengganu",09-6803006,Marang
Terengganu,30,KD Bukit Wan,"KD Bukit Wan, Kampung Bukit Wan, 21060, Kuala Nerus, Terengganu",09-6691121,Kuala Nerus
Terengganu,31,KD Chabang,"KD Chabang, Kerteh, Kemaman, 24300, Kemaman, Terengganu",09-8263404,Kemaman
Terengganu,32,KD Chalok Barat (Felda),"KD Chalok Barat (Felda), Felda Chalok Barat, 21450, Setiu, Terengganu",09-6572330,Setiu
Terengganu,33,KD Chendering,"KD Chendering, Kampung Chendering, 21080, Kuala Terengganu, Terengganu",09-6175830,Kuala Terengganu
Terengganu,34,KD Delong,"KD Delong, Jalan Bukit Besi, 23200, Dungun, Terengganu",09-8448736,Dungun
Terengganu,35,KD Dendang,"KD Dendang, Jalan Bukit Besi, 21820, Dungun, Terengganu",09-8385742,Dungun
Terengganu,36,KD Durian Burung,"KD Durian Burung, Kampung Durian Burung, 20050, Kuala Terengganu, Terengganu",09-6265331,Kuala Terengganu
Terengganu,37,KD Durian Mentangau,"KD Durian Mentangau, Jalan Durian Mentangau, Paka, 23100, Dungun, Terengganu",09-8490041,Dungun
Terengganu,38,KD Felda Selasih,"KD Felda Selasih, Felda Selasih, Jerteh, 22020, Besut, Terengganu",09-6904498,Besut
Terengganu,39,KD Felda Tersat,"KD Felda Tersat, Felda Tersat, 21700, Hulu Terengganu, Terengganu",09-6121059,Hulu Terengganu
Terengganu,40,KD Fikri,"KD Fikri, Jalan Guntong Dalam ke Fikri, Permaisuri, 22110, Setiu, Terengganu",09-8685694 / 09-6021196,Setiu
Terengganu,41,KD Fikri,"KD Fikri , Kg. Fikri, Kemaman, 24000, Kemaman, Terengganu",09-8685694,Kemaman
Terengganu,42,KD Gelugor Kedai,"KD Gelugor Kedai, Kampung Gelugor Kedai, 20050, Kuala Terengganu, Terengganu",09-6265332,Kuala Terengganu
Terengganu,43,KD Gemuruh,"KD Gemuruh, Kampung Gemuruh, Jalan Kelantan, 21060, Kuala Nerus, Terengganu",09-6668867,Kuala Nerus
Terengganu,44,KD Getang,"KD Getang, Kampung Getang, Telemong, 21700, Hulu Terengganu, Terengganu",09-8241160,Hulu Terengganu
Terengganu,45,KD Gong Bayor,"KD Gong Bayor, Kg Gong Bayor, Jerteh, 22000, Besut, Terengganu",09-6959662,Besut
Terengganu,46,KD Gong Pauh,"KD Gong Pauh, Jalan Kuala Berang, 20050, Kuala Terengganu, Terengganu",09-6265339,Kuala Terengganu
Terengganu,47,KD Gong Tanah Merah,"KD Gong Tanah Merah, Kg Gong Tanah Merah, Jerteh, 22000, Besut, Terengganu",09-6979727,Besut
Terengganu,48,KD Gong Terap,"KD Gong Terap, Jalan Telaga Papan, Permaisuri, 21450, Setiu, Terengganu",09-6576546,Setiu
Terengganu,49,KD Gong Tok Nasek,"KD Gong Tok Nasek, Kampong Gong Tok Nasek, 20400, Kuala Terengganu, Terengganu",09-6065330,Kuala Terengganu
Terengganu,50,KD Guntong Luar,"KD Guntong Luar, Kg Guntong, Permaisuri, 22100, Setiu, Terengganu",09-6927751,Setiu
Terengganu,51,KD Ibok,"KD Ibok, Kg. Ibok, Kemasek, Kemaman, 24300, Kemaman, Terengganu",09-8527685,Kemaman
Terengganu,52,KD Jambu Bongkok,"KD Jambu Bongkok, Jalan Marang-Dungun, Merchang, Marang, 21610, Marang, Terengganu",09-8453682,Marang
Terengganu,53,KD Jerangau Barat,"KD Jerangau Barat, Jalan Felda Jerangau Barat, Ajil, 21820, Dungun, Terengganu",09-8385590,Dungun
Terengganu,54,KD Jerong Seberang,"KD Jerong Seberang, Kg Jerong Seberang, Wakaf Tapai, Marang, 21040, Marang, Terengganu",09-6802533,Marang
Terengganu,55,KD Jongok Batu,"KD Jongok Batu, Jalan Jongok Batu, 23000, Dungun, Terengganu",09-8333539,Dungun
Terengganu,56,KD Kampung Buloh,"KD Kampung Buloh, Kg Buluh, Kuala Berang, 21700, Hulu Terengganu, Terengganu",09-6815936,Hulu Terengganu
Terengganu,57,KD Kampung La,"KD Kampung La, Jalan La Hot Spring, Jerteh, 22010, Besut, Terengganu",09-6931038,Besut
Terengganu,58,KD Kampung Nyior,"KD Kampung Nyior, Jalan Dungun Paka, 23100, Dungun, Terengganu",09-8274951,Dungun
Terengganu,59,KD Kampung Tok Dor,"KD Kampung Tok Dor, Kg Tok Dor, Jerteh, 22020, Besut, Terengganu",09-6921471,Besut
Terengganu,60,KD Kebor Besar,"KD Kebor Besar, Kampung Kebong Besar, Manir, 21200, Kuala Terengganu, Terengganu",09-6155142,Kuala Terengganu
Terengganu,61,KD Kerandang,"KD Kerandang, Kg Kerandang, Jerteh, 22000, Besut, Terengganu",09-6977294,Besut
Terengganu,62,KD Keruak,"KD Keruak, Kg Keruak, Jerteh, 22000, Besut, Terengganu",09-6069001,Besut
Terengganu,63,KD Kesom,"KD Kesom, Kg. Kesom, Manir, 21200, Kuala Terengganu, Terengganu",09-6313350,Kuala Terengganu
Terengganu,64,KD Kua,"KD Kua, Kg. Kua, Kuala Berang, 21700, Hulu Terengganu, Terengganu",09-6880082,Hulu Terengganu
Terengganu,65,KD Kuala Ibai,"KD Kuala Ibai, Jalan Sek. Pusat K.Ibai, 20400, Kuala Terengganu, Terengganu",09-6170836,Kuala Terengganu
Terengganu,66,KD Kuala Jeneris,"KD Kuala Jeneris, Kg Kuala Jenderis, Kuala Berang, 21700, Hulu Terengganu, Terengganu",09-8243642,Hulu Terengganu
Terengganu,67,KD Kuala Jengal,"KD Kuala Jengal, Kg Kuala Jengal, Al-Muktafi Billah Shah, 23000, Dungun, Terengganu",09-8333537,Dungun
Terengganu,68,KD Kuala Kemaman,"KD Kuala Kemaman, Kg. Kuala Kemaman, Kemaman, 24000, Kemaman, Terengganu",09-8685693,Kemaman
Terengganu,69,KD Langkap,"KD Langkap, Kg. Langkap, Sungai Tong, Setiu, 21500, Setiu, Terengganu",09-8241219,Setiu
Terengganu,70,KD Losong,"KD Losong, Jalan Bukit Losong, 21000, Kuala Terengganu, Terengganu",09-6265334,Kuala Terengganu
Terengganu,71,KD Medan Jaya,"KD Medan Jaya, Jalan Taman Medan Jaya, Marang, 21080, Marang, Terengganu",09-6185184,Marang
Terengganu,72,KD Menerong,"KD Menerong, Kampung Menerong, 21700, Hulu Terengganu, Terengganu",09-6818689,Hulu Terengganu
Terengganu,73,KD Mengabang Telipot,"KD Mengabang Telipot, Jalan Pantai,Mengabang Telipot, 21030, Kuala Nerus, Terengganu",09-6694064,Kuala Nerus
Terengganu,74,KD Merang,"KD Merang, Kg Merang, Jalan Penarik Ke Lembah Bidong, 22100, Setiu, Terengganu",09-6531531,Setiu
Terengganu,75,KD Merchang,"KD Merchang, Merchang, Marang, 21610, Marang, Terengganu",09-8321817,Marang
Terengganu,76,KD Neram 1,"KD Neram 1, Cheneh Baru, Kemaman, 24060, Kemaman, Terengganu",09-5517416,Kemaman
Terengganu,77,KD Neram 1 Tambahan,"KD Neram 1 Tambahan, Cheneh Baru, Kemaman, 24000, Kemaman, Terengganu",09-5517155,Kemaman
Terengganu,78,KD Neram 2,"KD Neram 2, Cheneh Baru, Kemaman, 24060, Kemaman, Terengganu",09-8731182,Kemaman
Terengganu,79,KD Nerang,"KD Nerang, Jalan Bukit Besi, 21820, Dungun, Terengganu",09-8385742,Dungun
Terengganu,80,KD Padang Air,"KD Padang Air, Kampung Padang Air, Jalan Kelantan, 21060, Kuala Nerus, Terengganu",09-6670434,Kuala Nerus
Terengganu,81,KD Padang Jambu,"KD Padang Jambu, Jalan Padang Jambu, 23000, Dungun, Terengganu",09-8441878,Dungun
Terengganu,82,KD Padang Kemunting,"KD Padang Kemunting, Kg. Padang Kemunting, Kemaman, 24100, Kemaman, Terengganu",09-8527681,Kemaman
Terengganu,83,KD Padang Kubu,"KD Padang Kubu, Padang Kubu, Kemaman, 24010, Kemaman, Terengganu",09-8226685,Kemaman
Terengganu,84,KD Padang Landak,"KD Padang Landak, Jalan Pasir Puteh, Kg Padang Landak, 22000, Besut, Terengganu",09-6972836,Besut
Terengganu,85,KD Padang Pulut,"KD Padang Pulut, Jalan Bukit Besi, Kg Padang Pulut, 23200, Dungun, Terengganu",09-8341101,Dungun
Terengganu,86,KD Padang Setar,"KD Padang Setar, Kg. Padang Setar, Jalan Sekayu, 21700, Hulu Terengganu, Terengganu",09-6881058,Hulu Terengganu
Terengganu,87,KD Pak Wong,"KD Pak Wong, Kg Pok Wong, Jerteh, 22000, Besut, Terengganu",09-6921471,Besut
Terengganu,88,KD Pantai Batu Rakit,"KD Pantai Batu Rakit , Jalan Fikri, 21030, Kuala Nerus, Terengganu",09-6694058,Kuala Nerus
Terengganu,89,KD Pasir Putih,"KD Pasir Putih, Merchang, Marang, 21610, Marang, Terengganu",09-8452724,Marang
Terengganu,90,KD Pasir Tinggi,"KD Pasir Tinggi, Kg Pasir Tinggi, 21700, Hulu Terengganu, Terengganu",09-6131049,Hulu Terengganu
Terengganu,91,KD Pauh,"KD Pauh, Kampung Pauh, Kuala Berang, 21700, Hulu Terengganu, Terengganu",09-6818686,Hulu Terengganu
Terengganu,92,KD Paya Berenjut,"KD Paya Berenjut, Cukai, Kemaman, 24000, Kemaman, Terengganu",09-8681412,Kemaman
Terengganu,93,KD Paya Datu,"KD Paya Datu, Kampung Paya Datu Jalan Jeram, 21200, Kuala Terengganu, Terengganu",09-6156134,Kuala Terengganu
Terengganu,94,KD Pelong,"KD Pelong, Kg Pelong, Permaisuri, 21500, Setiu, Terengganu",09-8241210,Setiu
Terengganu,95,KD Penarik,"KD Penarik, Kg Penarik, Jln Permaisuri, 22120, Setiu, Terengganu",09-6927754,Setiu
Terengganu,96,KD Pengadang Baru,"KD Pengadang Baru, Jalan Serada, 20050, Kuala Terengganu, Terengganu",09-6262304,Kuala Terengganu
Terengganu,97,KD Perasing Jaya,"KD Perasing Jaya, Cheneh Baru, Hulu Jabor, Kemaman, 24000, Kemaman, Terengganu",09-5513754,Kemaman
Terengganu,98,KD Pulau Bahagia,"KD Pulau Bahagia, Kampung Pulau Bahagia, 21200, Kuala Terengganu, Terengganu",09-6156117,Kuala Terengganu
Terengganu,99,KD Pulau Duyung,"KD Pulau Duyung, Kg. Duyung, 21300, Kuala Nerus, Terengganu",09-6251617,Kuala Nerus
Terengganu,100,KD Pulau Kerengga,"KD Pulau Kerengga, Merchang, Marang, 21600, Marang, Terengganu",09-6185082,Marang
Terengganu,101,KD Pulau Rusa,"KD Pulau Rusa, Jalan Sek. Keb. Paloh, 20500, Kuala Terengganu, Terengganu",09-6251217,Kuala Terengganu
Terengganu,102,KD Pulau Serai,"KD Pulau Serai, Jalan Dungun Terengganu, 23000, Dungun, Terengganu",09-8453944,Dungun
Terengganu,103,KD Rawai,"KD Rawai, Jalan Rawai, Bukit Payong, Marang, 21040, Marang, Terengganu",09-6195897,Marang
Terengganu,104,KD Rhu Muda,"KD Rhu Muda, Jalan Marang, Kuala Terengganu, 21600, Marang, Terengganu",09-6185072,Marang
Terengganu,105,KD Rusila,"KD Rusila, Jalan Marang, Kuala Terengganu, 21600, Marang, Terengganu",09-6176209,Marang
Terengganu,106,KD Seberang Pintasan,"KD Seberang Pintasan, Jalan Chengal, Seberang Pintasan, 23050, Dungun, Terengganu",09-8453807,Dungun
Terengganu,107,KD Seberang Takir,"KD Seberang Takir, Jalan Ibrahim Fikri Kg. Baru, 21300, Kuala Nerus, Terengganu",09-6661394,Kuala Nerus
Terengganu,108,KD Serada,"KD Serada, Kampung Serada, 20050, Kuala Terengganu, Terengganu",09-6193078,Kuala Terengganu
Terengganu,109,KD Star Kanan,"KD Star Kanan, Jalan Marang, Wakaf Tapai, 21600, Marang, Terengganu",09-6185101,Marang
Terengganu,110,KD Sungai Lerek,"KD Sungai Lerek, Kg. Sungai Lerek, Jalan Kuala Terengganu Kota Bharu, 21450, Setiu, Terengganu",09-6571153,Setiu
Terengganu,111,KD Sungai Ular,"KD Sungai Ular, Kg. Sungai Ular, Telemong, 21700, Hulu Terengganu, Terengganu",96884578,Hulu Terengganu
Terengganu,112,KD Sura,"KD Sura, Jalan Sura Tengah, 23000, Dungun, Terengganu",09-8454067,Dungun
Terengganu,113,KD Tajin,"KD Tajin, Kampung Tajin, Kuala Berang, 21700, Hulu Terengganu, Terengganu",09-6813641,Hulu Terengganu
Terengganu,114,KD Tanggol,"KD Tanggol, Kampung Tanggol, Kuala Berang, 21700, Hulu Terengganu, Terengganu",09-6882027,Hulu Terengganu
Terengganu,115,KD Tebak,"KD Tebak, Tebak, Kemaman, 24010, Kemaman, Terengganu",09-8220010,Kemaman
Terengganu,116,KD Tebakang,"KD Tebakang, Bukit Payong, 21400, Marang, Terengganu",09-6197559,Marang
Terengganu,117,KD Telok Kalong,"KD Telok Kalong, Kg. Telok Kalong, Kijal, Kemaman, 24200, Kemaman, Terengganu",09-8633204,Kemaman
Terengganu,118,KD Tembila,"KD Tembila, Jalan Renek Besut, 22000, Besut, Terengganu",09-6977276,Besut
Terengganu,119,KD Tempinis,"KD Tempinis, Jalan Renek Jerteh, 22000, Besut, Terengganu",09-6979294,Besut
Terengganu,120,KD Tenang (Felda),"KD Tenang (Felda), Felda Tenang, Jerteh, 22010, Besut, Terengganu",09-6062072,Besut
Terengganu,121,KD Tok Dor,"KD Tok Dor, Kg. Tok Dor, Ajil, 21800, Hulu Terengganu, Terengganu",09-6871766,Hulu Terengganu
Terengganu,122,KD Tualang,"KD Tualang, Jalan Durian Mas, 21200, Kuala Terengganu, Terengganu",09-6151050,Kuala Terengganu
Terengganu,123,KD Undang,"KD Undang, Jalan Rhu Rendang-Bukit Payong, Marang, 21040, Marang, Terengganu",09-6195549,Marang
Terengganu,124,KK Air Puteh,"KK Air Puteh, Jalan Air Puteh, Kemaman, 24050, Kemaman, Terengganu",09-8593355/ 09-8585560,Kemaman
Terengganu,125,KK Ajil,"KK Ajil, Ajil, Hulu Terengganu, 21800, Hulu Terengganu, Terengganu",09-6861633,Hulu Terengganu
Terengganu,126,KK Almuktafi Billah Shah,"KK Almuktafi Billah Shah, Al-Muktafi Billah Shah, Dungun, 23400, Dungun, Terengganu",09-8221333,Dungun
Terengganu,127,KK Bandar Permaisuri,"KK Bandar Permaisuri, Bandar Permaisuri Setiu, 22100, Setiu, Terengganu",09-6097633,Setiu
Terengganu,128,KK Batu 2 1/2,"KK Batu 2 1/2, Jalan Air Putih, Kemaman, 24000, Kemaman, Terengganu",09-8581540,Kemaman
Terengganu,129,KK Batu Rakit,"KK Batu Rakit, Jalan Batu Rakit, 21030, Kuala Nerus, Terengganu",09-6693331,Kuala Nerus
Terengganu,130,KK Binjai Rendah,"KK Binjai Rendah, Bukit Payong, Marang, 21040, Marang, Terengganu",09-6192050,Marang
Terengganu,131,KK Bukit Besi,"KK Bukit Besi, Bukit Besi, Dungun, 23200, Dungun, Terengganu",09-8337236,Dungun
Terengganu,132,KK Bukit Payong,"KK Bukit Payong, Marang, Terengganu, 21400, Marang, Terengganu",09-6195805 / 09-6191333,Marang
Terengganu,133,KK Bukit Tunggal,"KK Bukit Tunggal, Kampung Bukit Tunggal, Kuala Terengganu, 21200, Kuala Nerus, Terengganu",09-6626275/ 06-6626271,Kuala Nerus
Terengganu,134,KK Chendering,"KK Chendering, Kampung Kubang Ikan, 21070, Kuala Terengganu, Terengganu","09-6173670/
09-6173671",Kuala Terengganu
Terengganu,135,KK Cheneh,"KK Cheneh, Bnadar Baru Cheneh, Kemaman, 24000, Kemaman, Terengganu",09-8730100,Kemaman
Terengganu,136,KK Cherul,"KK Cherul, 24000, Kemaman, Terengganu, 24000, Kemaman, Terengganu",09-8730895,Kemaman
Terengganu,137,KK Chukai,"KK Chukai, Jalan Sentosa, Kemaman, 24000, Kemaman, Terengganu",09-8591619,Kemaman
Terengganu,138,KK Felda Mengkawang,"KK Felda Mengkawang, Ajil, Hulu Terengganu, 21800, Hulu Terengganu, Terengganu",09-6881896,Hulu Terengganu
Terengganu,139,KK Hiliran,"KK Hiliran, Jalan Kemajuan Bukit Kecil, Kuala Terengganu, 20648, Kuala Terengganu, Terengganu",09-6232732,Kuala Terengganu
Terengganu,140,KK Jabi,"KK Jabi, Jerteh, Jalan Kuala Terengganu, 22020, Besut, Terengganu",09-6941288 / 09-6942963,Besut
Terengganu,141,KK Jerangau,"KK Jerangau, Ajil, Terengganu, 21820, Dungun, Terengganu",09-8384333,Dungun
Terengganu,142,KK Jerteh,"KK Jerteh, Jalan Pasir Akar, Besut, 22000, Besut, Terengganu",09-6971433,Besut
Terengganu,143,KK Kampung Rahmat,"KK Kampung Rahmat, Chalok, Setiu, 21450, Setiu, Terengganu",09-8240833 / 09-6663733,Setiu
