State,No.,Facility Name,Full Address,Phone Number
Selangor,141,KK Kanchong Darat,"KK Kanchong Darat, Jalan Durian, Kanchong Darat, 42700, Kuala Langat, Selangor",03-31871934
Selangor,142,KK Kapar,"KK Kapar, PT 7363, Batu 10, Jalan Kapar, 42200, Klang, Selangor",03-32501821
Selangor,143,KK Kebun Baru,"KK Kebun Baru, Jalan Dato Kasman, Kebun Baru, Teluk Panglima Garang, 42500, Kuala Langat, Selangor",03-31220943
Selangor,144,KK Kelana Jaya,"KK Kelana Jaya, Lot.38294, Jln SS6/3A Kelana Jaya, 47301, Petaling, Selangor",03-78045001
Selangor,145,KK Kg. Melayu Subang,"Klinik Kesihatan Kg. Melayu Subang, Jalan Merbau, Kg. Melayu Subang, 40152 Petaling, Selangor",03-78472461
Selangor,146,KK Kota Damansara,"KK Kota Damansara, No. 58 Tingkat 3, Jalan Pekaka 8/3, Kota Damansara, 47810, Petaling, Selangor",03-61401078 / 03-61401026
Selangor,147,KK Kuala Selangor,"KK Kuala Selangor, Jalan Klinik, Kuala Selangor, 45000, Kuala Selangor, Selangor",03-32891142
Selangor,148,KK Kuang,"KK Kuang, Batu 20, Kuang, Rawang, 48050, Gombak, Selangor",03-60371355
Selangor,149,KK Merbau Berdarah,"KK Merbau Berdarah, Jalan Sungai Panjang, Sabak Bernam, 45300, Sabak Bernam, Selangor",03-32161694
Selangor,150,KK Meru,"KK Meru, PT 55/61, Jalan Kenangan, Meru, 41050, Klang, Selangor",03-33921355
Selangor,151,KK Pandamaran,"KK Pandamaran, Persiaran Raja Muda Musa, Pelabuhan Klang, 42000, Klang, Selangor",03-31658769 / 03-31658770
Selangor,152,KK Parit Baru,"KK Parit Baru, Jalan Masjid, Sungai Air Tawar, 45100, Sabak Bernam, Selangor",03-32136223
Selangor,153,KK Paya Jaras,"KK Paya Jaras, Bt.15 Sungai Buloh, Sg Buloh, 47000, Petaling, Selangor",03-61579135
Selangor,154,KK Pelabuhan Klang,"KK Pelabuhan Klang, Jalan Limbungan, Pelabuhan Klang, 42000, Klang, Selangor",03-31658459
Selangor,155,KK Puchong,"KK Puchong, Batu 14, Jalan Puchong, Puchong, 47100, Petaling, Selangor",03-80611814
Selangor,156,KK Pulau Indah,"KK Pulau Indah, Jalan Rahmat, Pelabuhan Klang, 42920, Klang, Selangor",03-31012035
Selangor,157,KK Pulau Ketam,"KK Pulau Ketam, PT 14208, Jalan Merdeka, Pulau Ketam, Klang, 42940, Klang, Selangor",03-31104206
Selangor,158,KK Rantau Panjang,"KK Rantau Panjang, Jalan Rantau Panjang, Klang, 42100, Klang, Selangor",03-32916930
Selangor,159,KK Rasa,"KK Rasa, Jalan Besar, Rasa, Hulu Selangor, 44200, Hulu Selangor, Selangor",03-60573264
Selangor,160,KK Rawang,"KK Rawang, Taman Rawang Perdana, Rawang, 48000, Gombak, Selangor",03-60919055
Selangor,161,KK Rinching Tengah,"KK Rinching Tengah, Kampung Rinching Tengah, Beranang, 43700, Hulu Langat, Selangor",03-87231201
Selangor,162,KK Sabak Bernam,"KK Sabak Bernam, Jalan Raja Chulan, Sabak Bernam, 45200, Sabak Bernam, Selangor",03-32161355
Selangor,163,KK Salak,"KK Salak, Jalan Salak, Sepang, 43900, Sepang, Selangor",03-87069001
Selangor,164,KK Sekinchan,"KK Sekinchan, Jalan Pekan, Sekincan, Sabak Bernam, 45100, Sabak Bernam, Selangor",03-32410331
Selangor,165,KK Seksyen 19,"KK Seksyen 19, Jalan Gelora 19/46, Seksyen 19, Shah Alam, 40300, Petaling, Selangor",03-55413570
Selangor,166,KK Seksyen 7 Shah Alam,"KK Seksyen 7 Shah Alam, No.2 Persiaran Kayangan Seksyen 7, Shah Alam, 40000, Petaling, Selangor",03-55186531 / 03-55186534
Selangor,167,KK Selayang Baru,"KK Selayang Baru, Jln Sg. Tua Mukim Batu, Batu Caves, 68100, Gombak, Selangor",03-61878564
Selangor,168,KK Semenyih,"KK Semenyih, Kg Baru Cina, Semenyih , 43500, Hulu Langat, Selangor",03-87238355
Selangor,169,KK Sepang,"KK Sepang, Jalan Kelab, Sepang, 43900, Sepang, Selangor",03-31422785
Selangor,170,KK Serendah,"KK Serendah, Serendah, Hulu Selangor, 48200, Hulu Selangor, Selangor",03-60812500
Selangor,171,KK Seri Kembangan,"KK Seri Kembangan, Jalan Besar, Seri Kembangan, 43300, Petaling, Selangor",03-89455929
Selangor,172,KK Sg. Chua,"KK Sg. Chua, Kawasan Perindustrian Sungai Chua, Sungai Ramal Luar, Kajang, 43000, Hulu Langat, Selangor",03-87336775              03-87336542 (MCH)
Selangor,173,KK Sijangkang,"KK Sijangkang, Jln Sekolah, Batu 1, Kg Sijangkang, 42500, Kuala Langat, Selangor",03-31220021
Selangor,174,KK Simpang Lima,"KK Simpang Lima, Klinik Kesihatan Simpang 5, Sungai Besar, 45300, Sabak Bernam, Selangor",03-32242823 / 03-32242508
Selangor,175,KK Soeharto,"KK Soeharto, Kuala Kubu Baru, 44010, Hulu Selangor, Selangor",03-60461003
Selangor,176,KK Sungai Air Tawar,"KK Sungai Air Tawar, Jln Sekolah, Sungai Air Tawar, Sabak Bernam, 45100, Sabak Bernam, Selangor",03-32136227
Selangor,177,KK Sungai Bertik,"KK Sungai Bertik, Jalan Tepi Sungai, 41100, Klang, Selangor",03-33811165
Selangor,178,KK Sungai Besar,"KK Sungai Besar, Jalan Sungai Limau, Sungai Besar, 45300, Sabak Bernam, Selangor",03-32241358
Selangor,179,KK Sungai Buaya,"Klinik Kesihatan Sungai Buaya, Kampung Sungai Buaya, 48010 Rawang Selangor.",03-60281936
Selangor,180,KK Sungai Buloh,"KK Sungai Buloh, Lot, 1853, Kg Melayu Sg.Buloh, Sungai Buloh, 47000, Gombak, Selangor",03-61401293 / 03-61414544 / 03-61414533
Selangor,181,KK Sungai Pelek,"KK Sungai Pelek, Jalan Sg Pelek, Sepang, 43950, Sepang, Selangor",03-31411242
Selangor,182,KK Sungai Sekamat,"KK Sungai Sekamat, Batu 12 Jalan Cheras, Kajang, 43000, Hulu Langat, Selangor",03-87336312
Selangor,183,KK Sungai Selisek,"KK Sungai Selisek, Hulu Selangor, 44020, Hulu Selangor, Selangor",05-4541352
Selangor,184,KK Sungai Tengi Kanan,"KK Sungai Tengi Kanan, Jalan Kiai Hj Moid, Kampung Sungai Tengi Kanan, Tanjong Karang, 45500, Kuala Selangor, Selangor",03-32694357
Selangor,185,KK Taman Ehsan,"KK Taman Ehsan, Jln. E4/16 Taman Ehsan, Kepong, 52100, Gombak, Selangor",03-62727471 / 03-62727472 (MCH)
Selangor,186,KK Taman Medan,"KK Taman Medan, Jln PJS 2C/5 Taman Dato Harun, Petaling, 46000, Petaling, Selangor",03-77819001
Selangor,187,KK Taman Nirwana,"KK Taman Nirwana,  Kampung Pandan, Kuala Lumpur, 55100, Hulu Langat, Selangor",03-92847881
Selangor,188,KK Tanjung Karang,"KK Tanjung Karang, Jalan Sungai Kajang, Tanjung Karang, 45500, Kuala Selangor, Selangor",03-32698355
Selangor,189,KK Tanjung Sepat,"KK Tanjung Sepat, Tanjung Sepat, 42800, Kuala Langat, Selangor",03-31972044
Selangor,190,KK Telok Datok,"KK Telok Datok, Jln Pegawai, Banting, 42700, Kuala Langat, Selangor",03-31871117
Selangor,191,KK Telok Panglima Garang,"KK Telok Panglima Garang, Teluk Panglima Garang, Kuala Langat, 42500, Kuala Langat, Selangor",03-31227433
Selangor,192,KK Ulu Bernam,"Klinik Kesihatan Ulu Bernam, Taman Hulu Bernam, 35900 Kerling, Hulu Selangor, Selangor",05-4594669
Selangor,193,KK Ulu Yam Bharu,"KK Ulu Yam Bharu, Batang Kali, Selangor , 44300, Hulu Selangor, Selangor",03-60751261
Selangor,194,KK UTC Selangor,"KK UTC Selangor, Lot G, Anggerik Mall, Jalan 14/7, Seksyen 14, 40000, Petaling, Selangor",03-55250200
Selangor,195,KKIA Bukit Sentosa,"KKIA Bukit Sentosa, Jalan Seroja, 1A Bukit Sentosa, 48000, Hulu Selangor, Selangor",03-60213210
Selangor,196,KKIA Cheras Baru,"KKIA Cheras Baru, Jalan 49 Bukit E, Cheras Baru , 56100, Hulu Langat, Selangor",03-42975853    03-42977390
Selangor,197,KKIA Kuala Kubu Baru,"KKIA Kuala Kubu Baru, Jalan Kolam Air, 44000, Hulu Selangor, Selangor",03-60641257
Selangor,198,Klinik Kesihatan Ibu dan Anak KK Beranang,"KK Beranang, Jalan Seremban, Beranang,",03-87660071
Terengganu,1,KD Air Jernih,"KD Air Jernih, Jalan Air Jernih, Kemasik, 24200, Kemaman, Terengganu",09-8881220
Terengganu,2,KD Air Tawar,"KD Air Tawar, Kg Air Tawar, 22200, Besut, Terengganu",09-6958895
Terengganu,3,KD Alor Keladi,"KD Alor Keladi, Jalan Pasir Akar, 22000 Jerteh, Pahang, 22000, Besut, Terengganu",09-6973600
Terengganu,4,KD Alor Lintah,"KD Alor Lintah, Jalan Jerteh-Kuala Besut, 22000 Besut, Terengganu, 22000, Besut, Terengganu",09-6971401
Terengganu,5,KD Anak Musang,"KD Anak Musang, Kg Anak Musang, Jerteh, Terengganu, 22000, Besut, Terengganu",09-6977281
Terengganu,6,KD Apal,"KD Apal, Kg Jerteh, 22020, Besut, Terengganu",09-6941879
Terengganu,7,KD Atas Tol,"KD Atas Tol, Kampung Atas Tol, 21070, Kuala Terengganu, Terengganu",09-6193905
Terengganu,8,KD Bandar B1,"KD Bandar B1, Jalan Durian Mentangau, Ketengah Jaya, 23000, Dungun, Terengganu",09-8200665
Terengganu,9,KD Banggol,"KD Banggol, Permaisuri, Setiu, 22100, Setiu, Terengganu",09-6098264
Terengganu,10,KD Banggol Peradong,"KD Banggol Peradong, Kampung Banggol Peradong, 21200, Kuala Terengganu, Terengganu",09-6156149
Terengganu,11,KD Bari Besar,"KD Bari Besar, Kg Bari Besar, Jalan Penarik, 22100, Setiu, Terengganu",09-6977749
Terengganu,12,KD Batangan,"KD Batangan, Jalan Batangan Seberang Marang, 21600, Marang, Terengganu",09-6124815
Terengganu,13,KD Batu Putih,"KD Batu Putih, Kg. Batu Putih,  Kerteh, Kemaman, 24300, Kemaman, Terengganu",09-8262023
Terengganu,14,KD Beladau Kolam,"KD Beladau Kolam, Kampung Beladau Kolam, 21200, Kuala Terengganu, Terengganu",09-6156149
Terengganu,15,KD Belara,"KD Belara, Jalan Kelantan, 21500, Kuala Nerus, Terengganu",09-8241733
Terengganu,16,KD Beris Baru,"KD Beris Baru, Kg Baru, 22000, Besut, Terengganu",09-6972836
Terengganu,17,KD Binjai,"KD Binjai, Kg. Binjai, Kemaman, 24000, Kemaman, Terengganu",09-8582035
Terengganu,18,KD Bintang,"KD Bintang, Permaisuri, Setiu, 22100, Setiu, Terengganu",09-6974671
Terengganu,19,KD Bukit Apit,"KD Bukit Apit, Kg Bukit Apit, Ajil, 21800, Hulu Terengganu, Terengganu",09-6861206
Terengganu,20,KD Bukit Bading,"KD Bukit Bading, Kg Bukit Bading, Ajil, 21800, Hulu Terengganu, Terengganu",09-6871767
Terengganu,21,KD Bukit Cempaka,"KD Bukit Cempaka, Kampung Bukit Cempaka, 21060, Kuala Nerus, Terengganu",09-6694066
Terengganu,22,KD Bukit Diman,"KD Bukit Diman, Kg Bukit Diman, Ajil, 21800, Hulu Terengganu, Terengganu",09-6861908
Terengganu,23,KD Bukit Gemuruh,"KD Bukit Gemuruh, Kg Bukit Gemuruh,Kuala Berang, 21700, Hulu Terengganu, Terengganu",09-6881063
Terengganu,24,KD Bukit Guntung,"KD Bukit Guntung, Kampung Bukit Guntung, 21200, Kuala Nerus, Terengganu",09-6623395
Terengganu,25,KD Bukit Kuang,"KD Bukit Kuang, Kg. Bukit Kuang, Kemaman, 24000, Kemaman, Terengganu",09-8582057
Terengganu,26,KD Bukit Mentok,"KD Bukit Mentok, Jalan bukit Mentok, Cukai, Kemaman, 24000, Kemaman, Terengganu",09-8582037
Terengganu,27,KD Bukit Munduk,"KD  Bukit Munduk, Jalan Sungai Tong, Setiu, 21500, Setiu, Terengganu",09-8242024
Terengganu,28,KD Bukit Payong,"KD Bukit Payong, Kg Bukit Payong, Jerteh, 22010, Besut, Terengganu",09-6062071
Terengganu,29,KD Bukit Perpat,"KD Bukit Perpat, Jalan Bukit Perpat, Kuala Berang, 21040, Marang, Terengganu",09-6803006
Terengganu,30,KD Bukit Wan,"KD Bukit Wan, Kampung Bukit Wan, 21060, Kuala Nerus, Terengganu",09-6691121
Terengganu,31,KD Chabang,"KD Chabang, Kerteh, Kemaman, 24300, Kemaman, Terengganu",09-8263404
Terengganu,32,KD Chalok Barat (Felda),"KD Chalok Barat (Felda), Felda Chalok Barat, 21450, Setiu, Terengganu",09-6572330
Terengganu,33,KD Chendering,"KD Chendering, Kampung Chendering, 21080, Kuala Terengganu, Terengganu",09-6175830
Terengganu,34,KD Delong,"KD Delong, Jalan Bukit Besi, 23200, Dungun, Terengganu",09-8448736
Terengganu,35,KD Dendang,"KD Dendang, Jalan Bukit Besi, 21820, Dungun, Terengganu",09-8385742
Terengganu,36,KD Durian Burung,"KD Durian Burung, Kampung Durian Burung, 20050, Kuala Terengganu, Terengganu",09-6265331
Terengganu,37,KD Durian Mentangau,"KD Durian Mentangau, Jalan Durian Mentangau, Paka, 23100, Dungun, Terengganu",09-8490041
Terengganu,38,KD Felda Selasih,"KD Felda Selasih, Felda Selasih, Jerteh, 22020, Besut, Terengganu",09-6904498
Terengganu,39,KD Felda Tersat,"KD Felda Tersat, Felda Tersat, 21700, Hulu Terengganu, Terengganu",09-6121059
Terengganu,40,KD Fikri,"KD Fikri, Jalan Guntong Dalam ke Fikri, Permaisuri, 22110, Setiu, Terengganu",09-8685694 / 09-6021196
Terengganu,41,KD Fikri,"KD Fikri , Kg. Fikri, Kemaman, 24000, Kemaman, Terengganu",09-8685694
Terengganu,42,KD Gelugor Kedai,"KD Gelugor Kedai, Kampung Gelugor Kedai, 20050, Kuala Terengganu, Terengganu",09-6265332
Terengganu,43,KD Gemuruh,"KD Gemuruh, Kampung Gemuruh, Jalan Kelantan, 21060, Kuala Nerus, Terengganu",09-6668867
Terengganu,44,KD Getang,"KD Getang, Kampung Getang, Telemong, 21700, Hulu Terengganu, Terengganu",09-8241160
Terengganu,45,KD Gong Bayor,"KD Gong Bayor, Kg Gong Bayor, Jerteh, 22000, Besut, Terengganu",09-6959662
Terengganu,46,KD Gong Pauh,"KD Gong Pauh, Jalan Kuala Berang, 20050, Kuala Terengganu, Terengganu",09-6265339
Terengganu,47,KD Gong Tanah Merah,"KD Gong Tanah Merah, Kg Gong Tanah Merah, Jerteh, 22000, Besut, Terengganu",09-6979727
Terengganu,48,KD Gong Terap,"KD Gong Terap, Jalan Telaga Papan, Permaisuri, 21450, Setiu, Terengganu",09-6576546
Terengganu,49,KD Gong Tok Nasek,"KD Gong Tok Nasek, Kampong Gong Tok Nasek, 20400, Kuala Terengganu, Terengganu",09-6065330
Terengganu,50,KD Guntong Luar,"KD Guntong Luar, Kg Guntong, Permaisuri, 22100, Setiu, Terengganu",09-6927751
Terengganu,51,KD Ibok,"KD Ibok, Kg. Ibok, Kemasek, Kemaman, 24300, Kemaman, Terengganu",09-8527685
Terengganu,52,KD Jambu Bongkok,"KD Jambu Bongkok, Jalan Marang-Dungun, Merchang, Marang, 21610, Marang, Terengganu",09-8453682
Terengganu,53,KD Jerangau Barat,"KD Jerangau Barat, Jalan Felda Jerangau Barat, Ajil, 21820, Dungun, Terengganu",09-8385590
Terengganu,54,KD Jerong Seberang,"KD Jerong Seberang, Kg Jerong Seberang, Wakaf Tapai, Marang, 21040, Marang, Terengganu",09-6802533
Terengganu,55,KD Jongok Batu,"KD Jongok Batu, Jalan Jongok Batu, 23000, Dungun, Terengganu",09-8333539
Terengganu,56,KD Kampung Buloh,"KD Kampung Buloh, Kg Buluh, Kuala Berang, 21700, Hulu Terengganu, Terengganu",09-6815936
Terengganu,57,KD Kampung La,"KD Kampung La, Jalan La Hot Spring, Jerteh, 22010, Besut, Terengganu",09-6931038
Terengganu,58,KD Kampung Nyior,"KD Kampung Nyior, Jalan Dungun Paka, 23100, Dungun, Terengganu",09-8274951
Terengganu,59,KD Kampung Tok Dor,"KD Kampung Tok Dor, Kg Tok Dor, Jerteh, 22020, Besut, Terengganu",09-6921471
Terengganu,60,KD Kebor Besar,"KD Kebor Besar, Kampung Kebong Besar, Manir, 21200, Kuala Terengganu, Terengganu",09-6155142
Terengganu,61,KD Kerandang,"KD Kerandang, Kg Kerandang, Jerteh, 22000, Besut, Terengganu",09-6977294
Terengganu,62,KD Keruak,"KD Keruak, Kg Keruak, Jerteh, 22000, Besut, Terengganu",09-6069001
Terengganu,63,KD Kesom,"KD Kesom, Kg. Kesom, Manir, 21200, Kuala Terengganu, Terengganu",09-6313350
Terengganu,64,KD Kua,"KD Kua, Kg. Kua, Kuala Berang, 21700, Hulu Terengganu, Terengganu",09-6880082
Terengganu,65,KD Kuala Ibai,"KD Kuala Ibai, Jalan Sek. Pusat K.Ibai, 20400, Kuala Terengganu, Terengganu",09-6170836
Terengganu,66,KD Kuala Jeneris,"KD Kuala Jeneris, Kg Kuala Jenderis, Kuala Berang, 21700, Hulu Terengganu, Terengganu",09-8243642
Terengganu,67,KD Kuala Jengal,"KD Kuala Jengal, Kg Kuala Jengal, Al-Muktafi Billah Shah, 23000, Dungun, Terengganu",09-8333537
Terengganu,68,KD Kuala Kemaman,"KD Kuala Kemaman, Kg. Kuala Kemaman, Kemaman, 24000, Kemaman, Terengganu",09-8685693
Terengganu,69,KD Langkap,"KD Langkap, Kg. Langkap, Sungai Tong, Setiu, 21500, Setiu, Terengganu",09-8241219
Terengganu,70,KD Losong,"KD Losong, Jalan Bukit Losong, 21000, Kuala Terengganu, Terengganu",09-6265334
Terengganu,71,KD Medan Jaya,"KD Medan Jaya, Jalan Taman Medan Jaya, Marang, 21080, Marang, Terengganu",09-6185184
Terengganu,72,KD Menerong,"KD Menerong, Kampung Menerong, 21700, Hulu Terengganu, Terengganu",09-6818689
Terengganu,73,KD Mengabang Telipot,"KD Mengabang Telipot, Jalan Pantai,Mengabang Telipot, 21030, Kuala Nerus, Terengganu",09-6694064
Terengganu,74,KD Merang,"KD Merang, Kg Merang, Jalan Penarik Ke Lembah Bidong, 22100, Setiu, Terengganu",09-6531531
Terengganu,75,KD Merchang,"KD Merchang, Merchang, Marang, 21610, Marang, Terengganu",09-8321817
Terengganu,76,KD Neram 1,"KD Neram 1, Cheneh Baru, Kemaman, 24060, Kemaman, Terengganu",09-5517416
Terengganu,77,KD Neram 1 Tambahan,"KD Neram 1 Tambahan, Cheneh Baru, Kemaman, 24000, Kemaman, Terengganu",09-5517155
Terengganu,78,KD Neram 2,"KD Neram 2, Cheneh Baru, Kemaman, 24060, Kemaman, Terengganu",09-8731182
Terengganu,79,KD Nerang,"KD Nerang, Jalan Bukit Besi, 21820, Dungun, Terengganu",09-8385742
Terengganu,80,KD Padang Air,"KD Padang Air, Kampung Padang Air, Jalan Kelantan, 21060, Kuala Nerus, Terengganu",09-6670434
Terengganu,81,KD Padang Jambu,"KD Padang Jambu, Jalan Padang Jambu, 23000, Dungun, Terengganu",09-8441878
Terengganu,82,KD Padang Kemunting,"KD Padang Kemunting, Kg. Padang Kemunting, Kemaman, 24100, Kemaman, Terengganu",09-8527681
Terengganu,83,KD Padang Kubu,"KD Padang Kubu, Padang Kubu, Kemaman, 24010, Kemaman, Terengganu",09-8226685
Terengganu,84,KD Padang Landak,"KD Padang Landak, Jalan Pasir Puteh, Kg Padang Landak, 22000, Besut, Terengganu",09-6972836
Terengganu,85,KD Padang Pulut,"KD Padang Pulut, Jalan Bukit Besi, Kg Padang Pulut, 23200, Dungun, Terengganu",09-8341101
Terengganu,86,KD Padang Setar,"KD Padang Setar, Kg. Padang Setar, Jalan Sekayu, 21700, Hulu Terengganu, Terengganu",09-6881058
Terengganu,87,KD Pak Wong,"KD Pak Wong, Kg Pok Wong, Jerteh, 22000, Besut, Terengganu",09-6921471
Terengganu,88,KD Pantai Batu Rakit,"KD Pantai Batu Rakit , Jalan Fikri, 21030, Kuala Nerus, Terengganu",09-6694058
Terengganu,89,KD Pasir Putih,"KD Pasir Putih, Merchang, Marang, 21610, Marang, Terengganu",09-8452724
Terengganu,90,KD Pasir Tinggi,"KD Pasir Tinggi, Kg Pasir Tinggi, 21700, Hulu Terengganu, Terengganu",09-6131049
Terengganu,91,KD Pauh,"KD Pauh, Kampung Pauh, Kuala Berang, 21700, Hulu Terengganu, Terengganu",09-6818686
Terengganu,92,KD Paya Berenjut,"KD Paya Berenjut, Cukai, Kemaman, 24000, Kemaman, Terengganu",09-8681412
Terengganu,93,KD Paya Datu,"KD Paya Datu, Kampung Paya Datu Jalan Jeram, 21200, Kuala Terengganu, Terengganu",09-6156134
Terengganu,94,KD Pelong,"KD Pelong, Kg Pelong, Permaisuri, 21500, Setiu, Terengganu",09-8241210
Terengganu,95,KD Penarik,"KD Penarik, Kg Penarik, Jln Permaisuri, 22120, Setiu, Terengganu",09-6927754
Terengganu,96,KD Pengadang Baru,"KD Pengadang Baru, Jalan Serada, 20050, Kuala Terengganu, Terengganu",09-6262304
Terengganu,97,KD Perasing Jaya,"KD Perasing Jaya, Cheneh Baru, Hulu Jabor, Kemaman, 24000, Kemaman, Terengganu",09-5513754
Terengganu,98,KD Pulau Bahagia,"KD Pulau Bahagia, Kampung Pulau Bahagia, 21200, Kuala Terengganu, Terengganu",09-6156117
Terengganu,99,KD Pulau Duyung,"KD Pulau Duyung, Kg. Duyung, 21300, Kuala Nerus, Terengganu",09-6251617
Terengganu,100,KD Pulau Kerengga,"KD Pulau Kerengga, Merchang, Marang, 21600, Marang, Terengganu",09-6185082
Terengganu,101,KD Pulau Rusa,"KD Pulau Rusa, Jalan Sek. Keb. Paloh, 20500, Kuala Terengganu, Terengganu",09-6251217
Terengganu,102,KD Pulau Serai,"KD Pulau Serai, Jalan Dungun Terengganu, 23000, Dungun, Terengganu",09-8453944
Terengganu,103,KD Rawai,"KD Rawai, Jalan Rawai, Bukit Payong, Marang, 21040, Marang, Terengganu",09-6195897
Terengganu,104,KD Rhu Muda,"KD Rhu Muda, Jalan Marang, Kuala Terengganu, 21600, Marang, Terengganu",09-6185072
Terengganu,105,KD Rusila,"KD Rusila, Jalan Marang, Kuala Terengganu, 21600, Marang, Terengganu",09-6176209
Terengganu,106,KD Seberang Pintasan,"KD Seberang Pintasan, Jalan Chengal, Seberang Pintasan, 23050, Dungun, Terengganu",09-8453807
Terengganu,107,KD Seberang Takir,"KD Seberang Takir, Jalan Ibrahim Fikri Kg. Baru, 21300, Kuala Nerus, Terengganu",09-6661394
Terengganu,108,KD Serada,"KD Serada, Kampung Serada, 20050, Kuala Terengganu, Terengganu",09-6193078
Terengganu,109,KD Star Kanan,"KD Star Kanan, Jalan Marang, Wakaf Tapai, 21600, Marang, Terengganu",09-6185101
Terengganu,110,KD Sungai Lerek,"KD Sungai Lerek, Kg. Sungai Lerek, Jalan Kuala Terengganu Kota Bharu, 21450, Setiu, Terengganu",09-6571153
Terengganu,111,KD Sungai Ular,"KD Sungai Ular, Kg. Sungai Ular, Telemong, 21700, Hulu Terengganu, Terengganu",96884578
Terengganu,112,KD Sura,"KD Sura, Jalan Sura Tengah, 23000, Dungun, Terengganu",09-8454067
Terengganu,113,KD Tajin,"KD Tajin, Kampung Tajin, Kuala Berang, 21700, Hulu Terengganu, Terengganu",09-6813641
Terengganu,114,KD Tanggol,"KD Tanggol, Kampung Tanggol, Kuala Berang, 21700, Hulu Terengganu, Terengganu",09-6882027
Terengganu,115,KD Tebak,"KD Tebak, Tebak, Kemaman, 24010, Kemaman, Terengganu",09-8220010
Terengganu,116,KD Tebakang,"KD Tebakang, Bukit Payong, 21400, Marang, Terengganu",09-6197559
Terengganu,117,KD Telok Kalong,"KD Telok Kalong, Kg. Telok Kalong, Kijal, Kemaman, 24200, Kemaman, Terengganu",09-8633204
Terengganu,118,KD Tembila,"KD Tembila, Jalan Renek Besut, 22000, Besut, Terengganu",09-6977276
Terengganu,119,KD Tempinis,"KD Tempinis, Jalan Renek Jerteh, 22000, Besut, Terengganu",09-6979294
Terengganu,120,KD Tenang (Felda),"KD Tenang (Felda), Felda Tenang, Jerteh, 22010, Besut, Terengganu",09-6062072
Terengganu,121,KD Tok Dor,"KD Tok Dor, Kg. Tok Dor, Ajil, 21800, Hulu Terengganu, Terengganu",09-6871766
Terengganu,122,KD Tualang,"KD Tualang, Jalan Durian Mas, 21200, Kuala Terengganu, Terengganu",09-6151050
Terengganu,123,KD Undang,"KD Undang, Jalan Rhu Rendang-Bukit Payong, Marang, 21040, Marang, Terengganu",09-6195549
Terengganu,124,KK Air Puteh,"KK Air Puteh, Jalan Air Puteh, Kemaman, 24050, Kemaman, Terengganu",09-8593355/ 09-8585560
Terengganu,125,KK Ajil,"KK Ajil, Ajil, Hulu Terengganu, 21800, Hulu Terengganu, Terengganu",09-6861633
Terengganu,126,KK Almuktafi Billah Shah,"KK Almuktafi Billah Shah, Al-Muktafi Billah Shah, Dungun, 23400, Dungun, Terengganu",09-8221333
Terengganu,127,KK Bandar Permaisuri,"KK Bandar Permaisuri, Bandar Permaisuri Setiu, 22100, Setiu, Terengganu",09-6097633
Terengganu,128,KK Batu 2 1/2,"KK Batu 2 1/2, Jalan Air Putih, Kemaman, 24000, Kemaman, Terengganu",09-8581540
Terengganu,129,KK Batu Rakit,"KK Batu Rakit, Jalan Batu Rakit, 21030, Kuala Nerus, Terengganu",09-6693331
Terengganu,130,KK Binjai Rendah,"KK Binjai Rendah, Bukit Payong, Marang, 21040, Marang, Terengganu",09-6192050
Terengganu,131,KK Bukit Besi,"KK Bukit Besi, Bukit Besi, Dungun, 23200, Dungun, Terengganu",09-8337236
